Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Sub-Saharan Africa,Senegal,Vegetables,Online,599104058,7059,154,90
Europe,Estonia,Beverages,Offline,653548610,8412,47,31
Europe,Belarus,Vegetables,Online,413078916,8086,154,90
Asia,Myanmar,Vegetables,Online,352743804,3585,154,90
Australia and Oceania,New Zealand,Baby Food,Online,567904603,4447,255,159
North America,United States of America,Snacks,Online,324235141,7238,152,97
Europe,Italy,Snacks,Online,307721745,558,152,97
Europe,Kosovo,Office Supplies,Online,374663245,35,651,524
Europe,Ireland,Vegetables,Offline,901670968,3331,154,90
Central America and the Caribbean,Antigua and Barbuda,Snacks,Online,535668742,5139,152,97
Asia,Bangladesh,Household,Offline,243892896,2183,668,502
Middle East and North Africa,Lebanon,Clothes,Offline,163892257,8216,109,35
North America,Greenland,Household,Offline,953528153,9025,668,502
Sub-Saharan Africa,Guinea,Fruits,Online,640974414,7428,9,6
North America,United States of America,Baby Food,Offline,474717366,8273,255,159
Australia and Oceania,East Timor,Meat,Online,873555839,3440,421,364
Sub-Saharan Africa,Niger,Cereal,Online,976601159,6840,205,117
Central America and the Caribbean,El Salvador,Fruits,Offline,893277156,9416,9,6
Europe,Montenegro,Cosmetics,Offline,353320157,4141,437,263
Australia and Oceania,Palau,Baby Food,Offline,956778991,1020,255,159
Sub-Saharan Africa,Botswana,Baby Food,Offline,324014985,2089,255,159
Europe,Norway,Cereal,Offline,645701968,6416,205,117
Asia,Maldives,Fruits,Offline,132826268,5099,9,6
Sub-Saharan Africa,Cote d'Ivoire,Meat,Offline,666686713,6269,421,364
Europe,Poland,Office Supplies,Online,148894631,85,651,524
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,151373851,3741,47,31
Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,966360700,6461,81,56
Central America and the Caribbean,Honduras,Baby Food,Online,256404006,4498,255,159
Central America and the Caribbean,Grenada,Household,Online,704365098,6140,668,502
Sub-Saharan Africa,Namibia,Baby Food,Online,563417804,6703,255,159
Middle East and North Africa,Morocco,Vegetables,Offline,407048451,3537,154,90
Asia,Japan,Beverages,Offline,879055869,1021,47,31
Europe,Sweden,Baby Food,Online,443551385,5566,255,159
Middle East and North Africa,Iran,Personal Care,Online,334958827,615,81,56
Europe,Vatican City,Clothes,Offline,508014523,1642,109,35
Europe,Lithuania,Office Supplies,Online,987767302,1150,651,524
Central America and the Caribbean,Costa Rica,Meat,Offline,519578492,3677,421,364
Middle East and North Africa,Egypt,Snacks,Offline,619121921,789,152,97
Middle East and North Africa,Libya,Baby Food,Offline,622383916,6086,255,159
Asia,Thailand,Clothes,Offline,835663306,197,109,35
Middle East and North Africa,Pakistan,Personal Care,Online,285571420,5784,81,56
Middle East and North Africa,Libya,Baby Food,Online,769032084,2538,255,159
Sub-Saharan Africa,Botswana,Vegetables,Offline,103281629,2184,154,90
Central America and the Caribbean,El Salvador,Cereal,Online,675868880,3476,205,117
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,894655168,7200,9,6
Sub-Saharan Africa,Comoros,Fruits,Online,137814319,1174,9,6
Europe,Croatia,Baby Food,Offline,103832662,5247,255,159
Middle East and North Africa,Pakistan,Personal Care,Offline,761509025,6298,81,56
Sub-Saharan Africa,Sierra Leone,Beverages,Online,799954736,3238,47,31
Asia,Malaysia,Snacks,Offline,778593623,2010,152,97
Central America and the Caribbean,Antigua and Barbuda,Cosmetics,Offline,877162015,588,437,263
Europe,Malta,Personal Care,Online,445708739,3975,81,56
Sub-Saharan Africa,Botswana,Household,Offline,254595124,9210,668,502
Sub-Saharan Africa,Chad,Baby Food,Online,244494998,358,255,159
Sub-Saharan Africa,Lesotho,Cereal,Online,876394689,3519,205,117
Central America and the Caribbean,Dominican Republic,Fruits,Online,881593024,1822,9,6
Sub-Saharan Africa,Burundi,Clothes,Online,411701333,428,109,35
Asia,Brunei,Baby Food,Online,588643443,1531,255,159
Europe,Macedonia,Beverages,Offline,354655683,9353,47,31
Asia,Uzbekistan,Clothes,Offline,522286880,5149,109,35
Europe,Belarus,Office Supplies,Offline,624398362,2206,651,524
Europe,Liechtenstein,Beverages,Online,264163959,840,47,31
Sub-Saharan Africa,Seychelles,Beverages,Offline,465069997,3402,47,31
Europe,Russia,Office Supplies,Offline,520915305,9270,651,524
Australia and Oceania,Australia,Beverages,Offline,245811212,9855,47,31
Europe,Armenia,Cereal,Online,424181544,3600,205,117
Europe,United Kingdom,Office Supplies,Online,560762631,979,651,524
Australia and Oceania,Vanuatu,Office Supplies,Offline,230603301,9496,651,524
Australia and Oceania,Palau,Vegetables,Online,429064881,8688,154,90
Asia,South Korea,Household,Offline,421821200,5122,668,502
Sub-Saharan Africa,Malawi,Office Supplies,Online,894858586,7396,651,524
Asia,Tajikistan,Beverages,Offline,804475867,1141,47,31
Sub-Saharan Africa,Niger,Baby Food,Offline,527284371,4018,255,159
Asia,Turkmenistan,Beverages,Offline,510207927,718,47,31
Asia,Sri Lanka,Vegetables,Offline,820482861,7967,154,90
Middle East and North Africa,Tunisia,Cosmetics,Online,695658004,9517,437,263
Australia and Oceania,Fiji,Cosmetics,Offline,793594682,1157,437,263
Sub-Saharan Africa,Zambia,Baby Food,Online,942466723,5702,255,159
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,590760457,8002,9,6
Sub-Saharan Africa,Liberia,Office Supplies,Offline,157274711,9937,651,524
Sub-Saharan Africa,Benin,Beverages,Offline,581120812,5417,47,31
Sub-Saharan Africa,Mali,Fruits,Offline,171722590,5385,9,6
Europe,Moldova,Office Supplies,Offline,458816373,2815,651,524
Asia,Vietnam,Beverages,Offline,342450988,7712,47,31
Europe,Netherlands,Household,Offline,142987763,2112,668,502
Middle East and North Africa,Pakistan,Clothes,Offline,251100528,5081,109,35
Middle East and North Africa,Turkey,Cosmetics,Online,677775609,7719,437,263
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,604311835,8156,152,97
Sub-Saharan Africa,Botswana,Office Supplies,Online,632320535,6553,651,524
Central America and the Caribbean,Barbados,Snacks,Online,533725535,101,152,97
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,600763165,8026,81,56
Australia and Oceania,East Timor,Vegetables,Offline,295982253,6581,154,90
Sub-Saharan Africa,The Gambia,Meat,Offline,502244126,4053,421,364
Middle East and North Africa,Somalia,Personal Care,Offline,372722613,5759,81,56
Europe,Andorra,Snacks,Offline,480904042,9048,152,97
Middle East and North Africa,Egypt,Household,Offline,570587241,8299,668,502
Asia,Singapore,Cereal,Offline,905883538,9925,205,117
Central America and the Caribbean,Saint Vincent and the Grenadines,Vegetables,Offline,921216762,7366,154,90
Europe,Armenia,Vegetables,Online,571323239,6097,154,90
Sub-Saharan Africa,Senegal,Cosmetics,Online,781251800,8623,437,263
Asia,Taiwan,Meat,Offline,296363770,9480,421,364
Middle East and North Africa,Libya,Vegetables,Online,632332980,236,154,90
Middle East and North Africa,Azerbaijan,Cosmetics,Offline,225145757,4487,437,263
Europe,Italy,Snacks,Online,281100928,2866,152,97
Middle East and North Africa,Libya,Snacks,Online,726809823,8033,152,97
Europe,Croatia,Household,Online,659196269,9680,668,502
Europe,Bulgaria,Personal Care,Offline,595496594,9530,81,56
Middle East and North Africa,Egypt,Cosmetics,Offline,223259627,6340,437,263
Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,650346696,894,154,90
Europe,Ireland,Personal Care,Offline,354931628,1011,81,56
Middle East and North Africa,Afghanistan,Snacks,Online,135500752,6539,152,97
Central America and the Caribbean,Honduras,Cereal,Online,860852897,4357,205,117
Middle East and North Africa,Qatar,Vegetables,Offline,320099389,3377,154,90
Sub-Saharan Africa,Mali,Office Supplies,Offline,872664058,9542,651,524
Asia,Malaysia,Cereal,Offline,898283231,825,205,117
Asia,Turkmenistan,Cereal,Online,647005736,2230,205,117
Australia and Oceania,Solomon Islands,Beverages,Online,889192903,795,47,31
Asia,Bhutan,Fruits,Online,665518558,585,9,6
Europe,Spain,Meat,Offline,436969029,7701,421,364
Asia,Taiwan,Cosmetics,Online,734843146,5272,437,263
Europe,Moldova,Vegetables,Online,810752236,8458,154,90
Europe,Italy,Office Supplies,Offline,886620128,9453,651,524
Sub-Saharan Africa,Mozambique,Meat,Online,804683148,2480,421,364
Australia and Oceania,Solomon Islands,Household,Online,477490127,8794,668,502
Australia and Oceania,Tonga,Snacks,Online,337902390,1681,152,97
Europe,Finland,Cereal,Offline,889093768,1458,205,117
Europe,Poland,Cereal,Online,454550588,475,205,117
Asia,Turkmenistan,Clothes,Offline,128071677,8110,109,35
Asia,North Korea,Personal Care,Online,623768365,5776,81,56
Europe,Austria,Office Supplies,Online,926064479,1913,651,524
Sub-Saharan Africa,Mali,Personal Care,Online,539696347,6997,81,56
Australia and Oceania,Samoa,Household,Offline,839712798,8532,668,502
Asia,Indonesia,Beverages,Offline,121475160,6054,47,31
Central America and the Caribbean,Jamaica,Clothes,Online,350657260,6130,109,35
Europe,Andorra,Fruits,Offline,413245427,7360,9,6
Sub-Saharan Africa,Zimbabwe,Household,Offline,165538489,5372,668,502
Europe,Finland,Beverages,Online,884147775,7829,47,31
Sub-Saharan Africa,Guinea,Cosmetics,Online,315997111,9422,437,263
Europe,Andorra,Cosmetics,Online,328322827,6876,437,263
Europe,Germany,Snacks,Online,158673751,3944,152,97
Europe,Italy,Snacks,Offline,464911210,6413,152,97
Asia,Taiwan,Baby Food,Online,175209033,7101,255,159
Middle East and North Africa,Morocco,Household,Online,538053548,856,668,502
Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,172243583,9559,81,56
Central America and the Caribbean,The Bahamas,Baby Food,Offline,916890466,7119,255,159
Asia,Maldives,Office Supplies,Online,181418025,4480,651,524
Europe,Serbia,Beverages,Online,395562589,4615,47,31
Europe,Italy,Baby Food,Offline,459372985,7529,255,159
Europe,Armenia,Meat,Online,693210542,5259,421,364
Asia,Kyrgyzstan,Personal Care,Offline,587749087,6871,81,56
Europe,Sweden,Fruits,Offline,153974950,3464,9,6
Sub-Saharan Africa,Kenya,Vegetables,Online,373186957,3169,154,90
Australia and Oceania,Federated States of Micronesia,Personal Care,Offline,946996438,6145,81,56
Europe,Romania,Snacks,Online,747327220,9587,152,97
Sub-Saharan Africa,Botswana,Household,Offline,966415631,2716,668,502
Europe,Bosnia and Herzegovina,Clothes,Online,166810500,1789,109,35
Australia and Oceania,Samoa,Meat,Offline,131373155,5091,421,364
Sub-Saharan Africa,Comoros,Vegetables,Online,913277423,7939,154,90
Europe,Lithuania,Personal Care,Offline,386009633,7683,81,56
Europe,Germany,Personal Care,Offline,993368613,8702,81,56
Sub-Saharan Africa,Ghana,Office Supplies,Offline,299465692,7408,651,524
Middle East and North Africa,Israel,Vegetables,Offline,438724696,7242,154,90
Asia,Philippines,Cosmetics,Offline,465881955,3678,437,263
Europe,Germany,Baby Food,Online,405986297,9222,255,159
Sub-Saharan Africa,Republic of the Congo,Household,Online,804399049,8409,668,502
Europe,Bulgaria,Beverages,Online,476794040,2807,47,31
Middle East and North Africa,Egypt,Personal Care,Offline,559157598,6014,81,56
Sub-Saharan Africa,Comoros,Cosmetics,Online,457788550,8660,437,263
Middle East and North Africa,Tunisia,Vegetables,Online,999298226,3407,154,90
Europe,Serbia,Meat,Offline,380610454,9946,421,364
Asia,Brunei,Baby Food,Online,918961560,2,255,159
Sub-Saharan Africa,Mauritania,Office Supplies,Online,501900374,2329,651,524
Sub-Saharan Africa,The Gambia,Household,Online,237288224,7713,668,502
Asia,Taiwan,Cosmetics,Online,403298938,3973,437,263
Asia,Japan,Snacks,Offline,898418843,955,152,97
Asia,Malaysia,Snacks,Offline,791446769,5541,152,97
Central America and the Caribbean,Trinidad and Tobago,Beverages,Offline,571494042,6642,47,31
Central America and the Caribbean,Haiti,Cosmetics,Offline,797984492,199,437,263
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Offline,750654447,4187,437,263
Sub-Saharan Africa,Uganda,Clothes,Offline,679552733,3610,109,35
Europe,France,Vegetables,Offline,455040681,5504,154,90
Europe,Iceland,Clothes,Online,917792117,3938,109,35
Europe,Albania,Cosmetics,Offline,728793370,5009,437,263
Sub-Saharan Africa,Chad,Fruits,Offline,419343268,1847,9,6
Middle East and North Africa,Somalia,Cereal,Online,141053140,9613,205,117
Sub-Saharan Africa,Mauritius,Cereal,Online,115846812,501,205,117
Europe,Austria,Fruits,Offline,185960614,8733,9,6
Sub-Saharan Africa,Swaziland,Household,Offline,263943374,5565,668,502
Sub-Saharan Africa,Djibouti,Office Supplies,Offline,782656419,4282,651,524
Europe,Finland,Office Supplies,Offline,445273578,5201,651,524
Asia,Taiwan,Office Supplies,Online,275281178,673,651,524
Sub-Saharan Africa,Senegal,Fruits,Online,466478049,76,9,6
Middle East and North Africa,Somalia,Meat,Offline,832975518,4821,421,364
Europe,Georgia,Baby Food,Online,359197413,3352,255,159
Middle East and North Africa,Azerbaijan,Baby Food,Online,349880063,6141,255,159
Asia,Brunei,Cosmetics,Online,380072295,693,437,263
Middle East and North Africa,Egypt,Household,Online,545135438,6545,668,502
Middle East and North Africa,United Arab Emirates,Baby Food,Offline,110743319,264,255,159
Sub-Saharan Africa,Mauritius,Cosmetics,Offline,662882268,449,437,263
Sub-Saharan Africa,Guinea,Meat,Offline,257851111,2729,421,364
Sub-Saharan Africa,Zimbabwe,Baby Food,Offline,172261178,4765,255,159
Europe,Romania,Personal Care,Offline,853036296,1251,81,56
Europe,Switzerland,Fruits,Offline,567412793,8910,9,6
North America,Canada,Clothes,Offline,352939498,1495,109,35
Sub-Saharan Africa,Togo,Clothes,Online,867477738,4795,109,35
Europe,Ireland,Cosmetics,Offline,139201343,1625,437,263
Central America and the Caribbean,Panama,Fruits,Offline,316596639,6836,9,6
Sub-Saharan Africa,Central African Republic,Beverages,Online,918462455,2305,47,31
Europe,Ukraine,Cosmetics,Online,183910119,1946,437,263
Europe,Luxembourg,Clothes,Online,922363460,6700,109,35
Central America and the Caribbean,El Salvador,Household,Online,163558804,9540,668,502
Sub-Saharan Africa,Cameroon,Fruits,Offline,407544982,472,9,6
Middle East and North Africa,Iraq,Meat,Online,174683320,1531,421,364
Australia and Oceania,New Zealand,Household,Offline,755647647,1786,668,502
Sub-Saharan Africa,Mali,Meat,Online,361424291,2334,421,364
Sub-Saharan Africa,Togo,Baby Food,Online,873312079,1306,255,159
Europe,Austria,Beverages,Offline,192922341,8863,47,31
Europe,Monaco,Cereal,Online,792178905,2197,205,117
Sub-Saharan Africa,Botswana,Baby Food,Online,263318097,531,255,159
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Online,768888747,122,651,524
Middle East and North Africa,Turkey,Household,Offline,491752183,9254,668,502
Middle East and North Africa,Somalia,Fruits,Offline,385082232,3245,9,6
Central America and the Caribbean,El Salvador,Meat,Offline,122365224,9444,421,364
Central America and the Caribbean,Haiti,Household,Online,347399985,2231,668,502
Europe,Serbia,Beverages,Online,424297845,8016,47,31
Sub-Saharan Africa,Lesotho,Office Supplies,Offline,687482631,243,651,524
Australia and Oceania,Solomon Islands,Cosmetics,Offline,191690671,4384,437,263
Australia and Oceania,Fiji,Cereal,Online,761970794,2945,205,117
Europe,Ireland,Baby Food,Online,243684327,462,255,159
Europe,San Marino,Clothes,Offline,152505099,8503,109,35
Middle East and North Africa,Somalia,Cereal,Online,724419438,665,205,117
Asia,Nepal,Household,Offline,465726172,7579,668,502
Europe,Georgia,Baby Food,Online,203036630,1905,255,159
Sub-Saharan Africa,Republic of the Congo,Meat,Online,833274638,3337,421,364
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,173676526,3598,668,502
Europe,Ukraine,Snacks,Offline,611791121,1443,152,97
Sub-Saharan Africa,Mali,Cosmetics,Offline,555479753,7658,437,263
Sub-Saharan Africa,Zimbabwe,Beverages,Offline,282916247,59,47,31
Australia and Oceania,Vanuatu,Cereal,Online,592586934,8497,205,117
Central America and the Caribbean,Dominican Republic,Clothes,Online,553290641,9851,109,35
Asia,Vietnam,Clothes,Online,654138696,3031,109,35
Europe,San Marino,Cereal,Offline,554554927,3981,205,117
Europe,Bosnia and Herzegovina,Office Supplies,Offline,434275662,674,651,524
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,543349730,8115,81,56
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,752138459,3339,255,159
Sub-Saharan Africa,Mali,Vegetables,Online,101315677,415,154,90
Asia,Sri Lanka,Cereal,Online,851867711,5441,205,117
Europe,Germany,Personal Care,Offline,835093390,1547,81,56
Asia,Sri Lanka,Cereal,Online,202604043,3893,205,117
Europe,Croatia,Beverages,Online,976323497,4674,47,31
Sub-Saharan Africa,Mauritius,Cosmetics,Online,298488080,8111,437,263
Sub-Saharan Africa,Senegal,Beverages,Online,781646621,5460,47,31
North America,United States of America,Fruits,Online,158660447,7,9,6
Europe,Lithuania,Beverages,Online,732703387,2069,47,31
Sub-Saharan Africa,Nigeria,Beverages,Offline,827261769,3996,47,31
Central America and the Caribbean,Saint Kitts and Nevis,Beverages,Online,636134421,5166,47,31
Europe,Slovenia,Household,Online,873432672,6992,668,502
Europe,Serbia,Clothes,Online,523580348,7915,109,35
Central America and the Caribbean,Belize,Personal Care,Online,891313779,8409,81,56
Asia,Taiwan,Clothes,Offline,651681792,5979,109,35
Europe,Greece,Personal Care,Online,800045716,161,81,56
Australia and Oceania,New Zealand,Office Supplies,Online,602079379,7523,651,524
Europe,Malta,Vegetables,Online,743769109,6662,154,90
Sub-Saharan Africa,Cameroon,Household,Online,181413733,3210,668,502
Central America and the Caribbean,Antigua and Barbuda,Fruits,Online,191624581,4827,9,6
Middle East and North Africa,Qatar,Fruits,Offline,321325480,6205,9,6
Sub-Saharan Africa,Mali,Office Supplies,Online,637752759,4069,651,524
Sub-Saharan Africa,Ghana,Clothes,Online,378455245,2172,109,35
