region,edad,estado_civil,ingreso_mensual,fact_exp
Región Metropolitana de Santiago,20,Soltero(a),450000,290
Región Metropolitana de Santiago,55,Casado(a),330000,217
Región del Libertador Gral. Bernardo O'Higgins,48,Anulado(a),650000,64
Región Metropolitana de Santiago,59,Casado(a),1200000,252
Región Metropolitana de Santiago,39,Soltero(a),320000,147
Región de Arica y Parinacota,38,Separado(a),480000,32
Región de Valparaíso,37,Divorciado (a),1500000,141
Región de Coquimbo,40,Separado(a),720000,65
Región Metropolitana de Santiago,37,Casado(a),2200000,118
Región del Libertador Gral. Bernardo O'Higgins,49,Divorciado (a),814000,92
Región del Libertador Gral. Bernardo O'Higgins,39,Divorciado (a),168000,47
Región del Maule,33,Conviviente o pareja sin acuerdo de unión civil,250000,58
Región de La Araucanía,53,Soltero(a),160000,151
Región de Valparaíso,58,Casado(a),90000,197
Región del Biobío,38,Soltero(a),320000,73
Región de Los Lagos,60,Casado(a),120000,51
Región de Antofagasta,44,Casado(a),650000,162
Región de Magallanes y de la Antártica Chilena,47,Casado(a),1800000,43
Región del Biobío,37,Soltero(a),1050000,126
Región del Biobío,63,Soltero(a),370000,47
Región de Valparaíso,44,Separado(a),332703,91
Región Metropolitana de Santiago,23,Soltero(a),550000,255
Región Metropolitana de Santiago,42,Casado(a),1800000,119
Región del Biobío,64,Casado(a),480000,81
Región del Maule,53,Casado(a),320000,62
Región Metropolitana de Santiago,40,Casado(a),350000,419
Región Metropolitana de Santiago,27,Soltero(a),420000,207
Región del Biobío,31,Casado(a),359000,128
Región de Atacama,52,Conviviente o pareja sin acuerdo de unión civil,1100000,54
Región de Los Ríos,18,Conviviente o pareja sin acuerdo de unión civil,40000,281
Región del Biobío,20,Conviviente o pareja sin acuerdo de unión civil,320000,76
Región de Valparaíso,54,Separado(a),326500,171
Región Metropolitana de Santiago,55,Soltero(a),270000,71
Región Metropolitana de Santiago,38,Casado(a),1400000,118
Región de Tarapacá,28,Soltero(a),150000,41
Región del Biobío,54,Casado(a),320000,77
Región de Atacama,34,Conviviente o pareja sin acuerdo de unión civil,350000,31
Región Metropolitana de Santiago,75,Separado(a),2100000,55
Región de Valparaíso,31,Soltero(a),390000,109
Región Metropolitana de Santiago,44,Separado(a),1200000,137
Región de Valparaíso,35,Casado(a),1500000,84
Región de Tarapacá,22,Soltero(a),320000,41
Región de Valparaíso,59,Conviviente o pareja sin acuerdo de unión civil,350000,9
Región del Maule,57,Casado(a),320000,68
Región de Atacama,36,Casado(a),550000,44
Región de Aysén del Gral. Carlos Ibáñez del Campo,65,Viudo(a),250000,15
Región Metropolitana de Santiago,29,Soltero(a),1700000,71
Región de Los Ríos,27,Conviviente civil (con acuerdo de unión civil),370000,44
Región Metropolitana de Santiago,53,Casado(a),450000,87
Región de Magallanes y de la Antártica Chilena,29,Soltero(a),380000,32
Región de Los Lagos,24,Soltero(a),320000,63
Región del Biobío,54,Casado(a),1290000,85
Región del Biobío,59,Casado(a),770000,83
Región de Los Lagos,27,Soltero(a),350000,102
Región del Biobío,28,Conviviente o pareja sin acuerdo de unión civil,250000,56
Región Metropolitana de Santiago,54,Soltero(a),630000,215
Región del Maule,27,Soltero(a),50000,45
Región del Biobío,54,Casado(a),390000,104
Región de Arica y Parinacota,32,Conviviente o pareja sin acuerdo de unión civil,550000,42
Región de Antofagasta,27,Casado(a),350000,45
Región Metropolitana de Santiago,23,Conviviente o pareja sin acuerdo de unión civil,350000,579
Región de Tarapacá,38,Soltero(a),180000,42
Región de Tarapacá,48,Casado(a),301000,66
Región de Valparaíso,32,Conviviente o pareja sin acuerdo de unión civil,350000,121
Región Metropolitana de Santiago,22,Soltero(a),280000,208
Región del Maule,32,Soltero(a),220000,78
Región de Arica y Parinacota,44,Divorciado (a),550000,47
Región de Los Lagos,47,Casado(a),950000,106
Región del Biobío,23,Conviviente o pareja sin acuerdo de unión civil,320000,22
Región de Valparaíso,49,Conviviente o pareja sin acuerdo de unión civil,320000,68
Región Metropolitana de Santiago,45,Casado(a),350000,166
Región de Ñuble,28,Conviviente o pareja sin acuerdo de unión civil,750000,416
Región de Coquimbo,48,Soltero(a),320000,82
Región de Magallanes y de la Antártica Chilena,19,Soltero(a),350000,40
Región Metropolitana de Santiago,25,Conviviente o pareja sin acuerdo de unión civil,250000,196
Región de Tarapacá,67,Casado(a),420000,33
Región de Valparaíso,56,Viudo(a),175000,72
Región de Arica y Parinacota,52,Casado(a),250000,41
Región Metropolitana de Santiago,65,Casado(a),820000,235
Región de La Araucanía,32,Soltero(a),450000,71
Región de Atacama,30,Casado(a),150000,45
Región de Los Lagos,39,Casado(a),550000,51
Región de La Araucanía,20,Soltero(a),175000,52
Región de Magallanes y de la Antártica Chilena,45,Soltero(a),120000,34
Región de Tarapacá,39,Soltero(a),350000,34
Región de Valparaíso,22,Soltero(a),220000,128
Región Metropolitana de Santiago,40,Casado(a),530000,124
Región de La Araucanía,45,Conviviente o pareja sin acuerdo de unión civil,301000,31
Región del Maule,51,Conviviente o pareja sin acuerdo de unión civil,310000,80
Región del Libertador Gral. Bernardo O'Higgins,56,Soltero(a),390000,26
Región del Biobío,36,Casado(a),320000,91
Región del Biobío,55,Casado(a),450000,69
Región Metropolitana de Santiago,59,Casado(a),340000,152
Región Metropolitana de Santiago,65,Casado(a),325000,232
Región de La Araucanía,51,Casado(a),1500000,487
Región de Valparaíso,45,Soltero(a),350000,125
Región de Antofagasta,38,Conviviente o pareja sin acuerdo de unión civil,1500000,105
Región de Atacama,36,Soltero(a),1300000,36
Región del Biobío,61,Casado(a),350000,213
Región Metropolitana de Santiago,52,Casado(a),1080000,243
Región Metropolitana de Santiago,19,Soltero(a),210000,288
Región de Tarapacá,46,Conviviente o pareja sin acuerdo de unión civil,410000,49
Región del Maule,25,Conviviente o pareja sin acuerdo de unión civil,320000,81
Región Metropolitana de Santiago,47,Casado(a),1800000,490
Región de Aysén del Gral. Carlos Ibáñez del Campo,28,Soltero(a),320000,18
Región de La Araucanía,60,Casado(a),1200000,62
Región Metropolitana de Santiago,43,Soltero(a),150000,179
Región de Atacama,54,Soltero(a),691000,43
Región de Tarapacá,52,Casado(a),480000,51
Región de Los Lagos,46,Soltero(a),170000,67
Región Metropolitana de Santiago,30,Soltero(a),350000,189
Región Metropolitana de Santiago,68,Soltero(a),1400000,112
Región de Atacama,25,Casado(a),280000,37
Región de Tarapacá,33,Soltero(a),320000,23
Región de Valparaíso,28,Conviviente o pareja sin acuerdo de unión civil,320000,81
Región de Los Ríos,62,Casado(a),320000,39
Región de Aysén del Gral. Carlos Ibáñez del Campo,32,Casado(a),350000,22
Región del Biobío,39,Separado(a),550000,111
Región de Valparaíso,48,Casado(a),380000,110
Región de Antofagasta,20,Soltero(a),130000,78
Región Metropolitana de Santiago,50,Casado(a),450000,715
Región de Aysén del Gral. Carlos Ibáñez del Campo,53,Soltero(a),130000,17
Región Metropolitana de Santiago,30,Soltero(a),460000,170
Región del Biobío,63,Viudo(a),190000,134
Región de Antofagasta,20,Soltero(a),350000,80
Región de Magallanes y de la Antártica Chilena,52,Divorciado (a),50000,24
Región de Tarapacá,29,Conviviente o pareja sin acuerdo de unión civil,150000,44
Región de Los Lagos,30,Conviviente o pareja sin acuerdo de unión civil,330000,77
Región de Valparaíso,57,Divorciado (a),520000,104
Región de Valparaíso,42,Soltero(a),302000,93
Región Metropolitana de Santiago,51,Casado(a),350000,185
Región de Ñuble,63,Soltero(a),296000,13
Región de Tarapacá,54,Conviviente o pareja sin acuerdo de unión civil,1700000,63
Región de Antofagasta,26,Conviviente civil (con acuerdo de unión civil),450000,78
Región del Maule,30,Soltero(a),1300000,81
Región de Antofagasta,55,Casado(a),1500000,120
Región del Libertador Gral. Bernardo O'Higgins,33,Separado(a),320000,52
Región del Libertador Gral. Bernardo O'Higgins,26,Conviviente o pareja sin acuerdo de unión civil,450000,96
Región de La Araucanía,40,Soltero(a),80000,85
Región del Libertador Gral. Bernardo O'Higgins,32,Soltero(a),320000,78
Región de Valparaíso,36,Divorciado (a),350000,8
Región de Tarapacá,47,Casado(a),750000,67
Región de Aysén del Gral. Carlos Ibáñez del Campo,48,Casado(a),1200000,17
Región Metropolitana de Santiago,57,Separado(a),1800000,147
Región del Biobío,63,Casado(a),1300000,89
Región de Tarapacá,63,Viudo(a),280000,38
Región del Biobío,36,Separado(a),350000,149
Región de Arica y Parinacota,68,Casado(a),1160000,26
Región de Atacama,42,Conviviente o pareja sin acuerdo de unión civil,390000,47
Región de Los Lagos,49,Soltero(a),350000,29
Región del Biobío,40,Casado(a),540000,60
Región del Libertador Gral. Bernardo O'Higgins,33,Conviviente o pareja sin acuerdo de unión civil,325000,106
Región Metropolitana de Santiago,49,Casado(a),4100000,368
Región del Biobío,58,Casado(a),380000,73
Región de Antofagasta,49,Separado(a),350000,83
Región Metropolitana de Santiago,33,Conviviente o pareja sin acuerdo de unión civil,44000,210
Región de Valparaíso,46,Casado(a),1500000,153
Región Metropolitana de Santiago,18,Soltero(a),40000,236
Región del Maule,26,Conviviente o pareja sin acuerdo de unión civil,420000,56
Región de La Araucanía,34,Soltero(a),330000,69
Región Metropolitana de Santiago,32,Casado(a),850000,180
Región Metropolitana de Santiago,51,Conviviente o pareja sin acuerdo de unión civil,75000,223
Región Metropolitana de Santiago,32,Viudo(a),350000,166
Región de Aysén del Gral. Carlos Ibáñez del Campo,27,Conviviente o pareja sin acuerdo de unión civil,1600000,16
Región Metropolitana de Santiago,52,Casado(a),550000,65
Región de Coquimbo,49,Casado(a),240000,64
Región de Los Ríos,52,Casado(a),323000,98
Región del Libertador Gral. Bernardo O'Higgins,22,Soltero(a),320000,59
Región de Arica y Parinacota,36,Conviviente o pareja sin acuerdo de unión civil,250000,42
Región del Biobío,42,Casado(a),1300000,61
Región del Libertador Gral. Bernardo O'Higgins,29,Soltero(a),530000,91
Región de La Araucanía,48,Casado(a),380000,89
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Soltero(a),650000,29
Región del Biobío,25,Soltero(a),159479,47
Región de Arica y Parinacota,41,Soltero(a),280000,31
Región del Biobío,59,Conviviente o pareja sin acuerdo de unión civil,340000,79
Región de La Araucanía,30,Soltero(a),330000,283
Región Metropolitana de Santiago,34,Soltero(a),1500000,256
Región del Biobío,29,Conviviente o pareja sin acuerdo de unión civil,420000,56
Región de Tarapacá,53,Conviviente o pareja sin acuerdo de unión civil,1400000,22
Región de La Araucanía,35,Conviviente o pareja sin acuerdo de unión civil,480000,32
Región Metropolitana de Santiago,35,Soltero(a),1700000,94
Región de Arica y Parinacota,41,Soltero(a),650000,32
Región de Tarapacá,66,Conviviente o pareja sin acuerdo de unión civil,250000,59
Región Metropolitana de Santiago,29,Soltero(a),450000,171
Región de Aysén del Gral. Carlos Ibáñez del Campo,28,Conviviente o pareja sin acuerdo de unión civil,390000,19
Región de La Araucanía,33,Conviviente o pareja sin acuerdo de unión civil,120000,79
Región de Ñuble,47,Casado(a),280000,229
Región Metropolitana de Santiago,49,Separado(a),460000,241
Región del Maule,23,Soltero(a),350000,67
Región Metropolitana de Santiago,31,Casado(a),450000,204
Región de Ñuble,37,Casado(a),340000,67
Región de La Araucanía,55,Casado(a),290000,68
Región de Los Ríos,61,Casado(a),1100000,71
Región del Biobío,41,Soltero(a),343000,112
Región del Biobío,36,Soltero(a),320000,86
Región de Ñuble,56,Casado(a),60000,70
Región del Maule,52,Conviviente o pareja sin acuerdo de unión civil,320000,73
Región de La Araucanía,56,Soltero(a),320000,32
Región de Valparaíso,53,Conviviente o pareja sin acuerdo de unión civil,1700000,77
Región de Tarapacá,28,Soltero(a),340000,51
Región Metropolitana de Santiago,29,Soltero(a),650000,144
Región de Los Ríos,53,Separado(a),280000,47
Región Metropolitana de Santiago,51,Conviviente o pareja sin acuerdo de unión civil,2800000,209
Región del Maule,46,Casado(a),350000,95
Región del Maule,28,Soltero(a),320000,107
Región de Los Lagos,42,Conviviente o pareja sin acuerdo de unión civil,650000,15
Región Metropolitana de Santiago,61,Conviviente o pareja sin acuerdo de unión civil,380000,158
Región de Magallanes y de la Antártica Chilena,32,Conviviente o pareja sin acuerdo de unión civil,350000,14
Región de Los Lagos,60,Soltero(a),320000,143
Región de Valparaíso,38,Divorciado (a),80000,119
Región de Coquimbo,67,Separado(a),125000,46
Región Metropolitana de Santiago,44,Divorciado (a),350000,60
Región del Libertador Gral. Bernardo O'Higgins,38,Conviviente o pareja sin acuerdo de unión civil,350000,69
Región de Tarapacá,24,Soltero(a),270000,40
Región de Arica y Parinacota,58,Viudo(a),320000,36
Región de Valparaíso,25,Conviviente o pareja sin acuerdo de unión civil,150000,49
Región del Libertador Gral. Bernardo O'Higgins,27,Soltero(a),290000,52
Región de Valparaíso,58,Viudo(a),340000,69
Región Metropolitana de Santiago,36,Soltero(a),310000,172
Región de Magallanes y de la Antártica Chilena,41,Casado(a),1100000,66
Región Metropolitana de Santiago,31,Conviviente o pareja sin acuerdo de unión civil,320000,57
Región de Arica y Parinacota,19,Soltero(a),170000,36
Región de Magallanes y de la Antártica Chilena,46,Soltero(a),790000,39
Región Metropolitana de Santiago,28,Conviviente o pareja sin acuerdo de unión civil,350000,234
Región de Los Lagos,26,Conviviente o pareja sin acuerdo de unión civil,380000,107
Región de Antofagasta,18,Soltero(a),30000,64
Región Metropolitana de Santiago,54,Casado(a),850000,340
Región Metropolitana de Santiago,33,Soltero(a),550000,77
Región Metropolitana de Santiago,25,Conviviente o pareja sin acuerdo de unión civil,220000,259
Región de Atacama,63,Separado(a),329000,48
Región de Coquimbo,44,Casado(a),1100000,140
Región Metropolitana de Santiago,57,Soltero(a),250000,201
Región del Maule,52,Casado(a),320000,93
Región de La Araucanía,53,Casado(a),325000,68
Región Metropolitana de Santiago,23,Soltero(a),315000,192
Región de Los Lagos,47,Casado(a),827000,53
Región de Magallanes y de la Antártica Chilena,49,Viudo(a),320000,29
Región de Valparaíso,73,Casado(a),350000,62
Región de Valparaíso,50,Casado(a),70000,122
Región de Ñuble,26,Soltero(a),630000,70
Región de La Araucanía,51,Soltero(a),330000,48
Región del Libertador Gral. Bernardo O'Higgins,35,Soltero(a),750000,16
Región del Libertador Gral. Bernardo O'Higgins,58,Casado(a),350000,77
Región Metropolitana de Santiago,45,Casado(a),2500000,65
Región de Coquimbo,31,Conviviente o pareja sin acuerdo de unión civil,330000,70
Región de Los Ríos,27,Conviviente o pareja sin acuerdo de unión civil,390000,68
Región de Atacama,50,Casado(a),1200000,37
Región de Aysén del Gral. Carlos Ibáñez del Campo,28,Soltero(a),1253000,26
Región de Tarapacá,30,Soltero(a),1500000,56
Región del Libertador Gral. Bernardo O'Higgins,43,Soltero(a),250000,94
Región de Tarapacá,43,Conviviente o pareja sin acuerdo de unión civil,426000,40
Región de Atacama,54,Soltero(a),280000,41
Región de Tarapacá,47,Conviviente o pareja sin acuerdo de unión civil,1500000,27
Región de La Araucanía,45,Casado(a),570000,70
Región de La Araucanía,41,Soltero(a),289000,79
Región de Coquimbo,38,Soltero(a),315000,83
Región de Los Ríos,32,Soltero(a),420000,35
Región de Antofagasta,38,Soltero(a),580000,74
Región de Tarapacá,30,Soltero(a),345000,42
Región Metropolitana de Santiago,56,Conviviente o pareja sin acuerdo de unión civil,35000,171
Región del Libertador Gral. Bernardo O'Higgins,50,Casado(a),1500000,60
Región de Coquimbo,55,Casado(a),750000,189
Región del Libertador Gral. Bernardo O'Higgins,37,Conviviente o pareja sin acuerdo de unión civil,78000,70
Región Metropolitana de Santiago,41,Conviviente o pareja sin acuerdo de unión civil,870000,196
