serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount,residential_type,non_use_code,assessor_remarks
190111,2019,10/29/2019,Danbury,126 TRIANGLE ST B-34,42100,113000,Condo,07 - Change in Property,RATIO TOO LOW / J14264-87
180489,2018,08/12/2019,South Windsor,60 SCHOOLHOUSE DR,314900,473436,Single Family,07 - Change in Property,PUD
19133,2019,11/25/2019,East Hartford,265 BURNSIDE AVE,109030,65000,Single Family,14 - Foreclosure,MOTIVATED SELLER
191042,2019,08/25/2020,Danbury,62 WESTVILLE AV,156200,375000,Single Family,07 - Change in Property,G14138
190218,2019,07/01/2020,Clinton,55 GROVE WAY,1105700,932000,Single Family,25 - Other,WATERFRONT
180135,2018,07/26/2019,Westbrook,6 COOK TERRACE,10830,5000,Single Family,25 - Other,MOBILE HOME IN GREEN ACRES
190033,2019,06/30/2020,Bethlehem,63 RIDGE RD,75500,30000,Single Family,25 - Other,CHECK VALUE
19197,2019,01/02/2020,East Hartford,30-32 GOVERNOR ST,141290,145000,Three Family,25 - Other,1 TWO FAMILY HOUSE PLUS 1 ONE FAMILY HOUSE
190443,2019,02/06/2020,Danbury,39 BEAVER BROOK RD,157900,150000,Single Family,25 - Other,K12198
19434,2019,07/31/2020,Farmington,1700 FARMINGTON AV,226670,475000,Four Family,25 - Other,CASH SALE
1800225,2018,11/16/2018,Stamford,30 ELMCROFT ROAD # C3,165670,249000,Condo,25 - Other,SALE WITHIN 6 MONTHS OF PRIOR SALE
18160187,2018,11/27/2018,Redding,45 DORETHY RD,291400,750000,Single Family,25 - Other,45 & 49 dorethy rd sold together for 750000
19163,2019,02/20/2020,Haddam,340 FOOT HILLS RD,329000,454000,Single Family,25 - Other,TRANSFER COMPANY
190950,2019,08/05/2020,Danbury,113 HAYESTOWN RD,180900,261620,Condo,25 - Other,J08052
19004,2019,01/02/2020,Colebrook,326 COLEBROOK RIVER ROAD,135500,150000,Single Family,07 - Change in Property,SENT SALES VERIFICATION
180150,2018,06/19/2019,Prospect,427 MATTHEW ST,201750,195000,Single Family,25 - Other,SALES RATIO TOO HIGH
190119,2019,04/09/2020,Cromwell,15 HEATHER COURT U59A,102620,170000,Condo,25 - Other,DESIRABLE LOCATION
180932,2018,06/27/2019,Stratford,484 B COMMANCHE LN,149170,339000,Condo,07 - Change in Property,ASSESSED VALUE MAY NOT REFLECT CHANGES TO PROPERTY
190170,2019,11/18/2019,Danbury,14 PRESIDENT ST,110900,146233,Single Family,25 - Other,K16074
190674,2019,03/27/2020,Griswold,25-27 FAUST ST,89390,85000,Two Family,08 - Part Interest,DUPLEX
18281,2018,09/04/2019,Plainfield,1 HARRINGTON DR,4240,2000,Single Family,25 - Other,MOBILE HOME
190710,2019,05/18/2020,Danbury,20 MORGAN AV,132700,245000,Single Family,07 - Change in Property,K11043
1800017,2018,12/04/2018,Sterling,63 SPRING LAKE RD,109760,250500,Single Family,07 - Change in Property,RANCH BUILT 1957 4.1 ACRES
19006,2019,11/01/2019,Barkhamsted,23 FENN DR,198910,255000,Single Family,28 - Use Assessment,"1972 CAPE, 2117 SFLA & 676 SFLA APT/BARN/GAR ,12 AC"
1800030,2018,02/06/2019,Sterling,180 NEWPORT RD,71980,160000,Single Family,07 - Change in Property,CONVENTIONAL BUILT 1890 ON 1.6 ACRES
190092,2019,02/18/2020,Cromwell,4 HEATHERWOOD GREEN,308140,655000,Condo,07 - Change in Property,"DESIRABLE LOCATION, TPC"
190024,2019,01/06/2020,East Granby,170 TURKEY HILLS ROAD,147300,188500,Single Family,25 - Other,"PP TOO LOW, RATIO TOO HIGH"
19246,2019,09/22/2020,Burlington,5 HIGHWOOD CROSSING,492240,875000,Single Family,07 - Change in Property,IN LAW APARTMENT NOT IN PREVIOUS ASSESSMENT AND WALK OUT BASEMENT
180259,2018,08/08/2019,Plainville,41 COTTAGE ST,147000,279900,Single Family,07 - Change in Property,TOTAL REMODEL
190138,2019,11/05/2019,Danbury,34 STEVENS ST,244600,297000,Four Family,25 - Other,H14233
190302,2019,12/30/2019,Danbury,126 TRIANGLE ST #B-1,41500,107000,Condo,25 - Other,RATIO TOO LOW / J14264-54
190721,2019,05/19/2020,Danbury,4 CARRIAGE LA,230800,285000,Single Family,14 - Foreclosure,J25043
190169,2019,04/07/2020,Berlin,65 GLADDING PLACE,167400,269900,Single Family,07 - Change in Property,qualified sale
180030,2018,10/17/2018,Vernon,56 VALLEY VIEW LN,135440,130000,Single Family,25 - Other,UNKNOWN REASON
180494,2018,05/14/2019,Torrington,21 WOODBINE ST,71800,48000,Single Family,25 - Other,HIGH SALES RATIO
19936,2019,09/29/2020,Hartford,90 HAROLD ST,42140,164900,Single Family,07 - Change in Property,GROUND LEASE
19121,2019,11/21/2019,East Hartford,172 MANOR CIRCLE,86420,60000,Single Family,25 - Other,MOTIVATED SELLER
180022,2018,10/09/2018,Vernon,134 EAST MAIN ST,66440,49500,Single Family,25 - Other,UNKNOWN REASON
19000312,2019,06/24/2020,Cheshire,719 E JOHNSON AVE,447790,625000,Single Family,25 - Other,2 PARCELS ON SAME DEED WITH 725 E JOHNSON AVE
190094,2019,10/24/2019,Danbury,96 LIBERTY ST,211100,250000,Two Family,25 - Other,J14029
190388,2019,01/27/2020,Danbury,6 GOLDEN HILL RD #5,85200,183340,Condo,25 - Other,RATIO TOO LOW / H12024-5
191111,2019,09/08/2020,Danbury,153 FORTY ACRE MT RD,171800,442500,Single Family,07 - Change in Property,LAKE VIEW / K02039
190035,2019,11/04/2019,East Hampton,157 AND 159 MAIN ST,247580,215000,Two Family,25 - Other,157  is a 2 family and 159 is a 3 family 1 parcel 1 unique id
19602,2019,07/29/2020,East Hartford,441 MAIN ST #E,23390,23500,Single Family,25 - Other,MH
190414,2019,09/01/2020,Guilford,42 NO REEVES AVE,159060,640000,Single Family,25 - Other,SOLD WITH 45 NO REEVES ASSMNT 196020
190028,2019,10/07/2019,Danbury,12 STETSON PL,94200,223000,Condo,25 - Other,RATIO TOO LOW / G07037-12
181989,2018,07/19/2019,Waterbury,36 GREENMOUNT TERR,72060,51000,Single Family,25 - Other,ESTATE SALE
180126,2018,12/21/2018,Vernon,196 TALLWOOD DR,244200,85000,Single Family,25 - Other,UNKNOWN REASON
1800080,2018,06/10/2019,Sterling,441 VALLEY VIEW RD,94310,190000,Single Family,07 - Change in Property,RANCH BUILT 1989 ON 4.13 ACRES
180668,2018,05/06/2019,Stratford,80 SHEFFIELD CIR,190960,339350,Single Family,25 - Other,SALE FROM RELOCATION SERVICE
190202,2019,08/24/2020,Cromwell,20 BRIAR COURT,86380,85000,Condo,25 - Other,DESIRABLE LOCATION
190086,2019,02/03/2020,Cromwell,27 HEATHER COURT,113540,93450,Condo,07 - Change in Property,REMODELED NO PERMITS
180040,2018,10/18/2018,Torrington,181 GROVE ST,101660,89000,Three Family,14 - Foreclosure,SALE NOT BETWEEN A WILLING BUYER AND SELLER
190117,2019,06/12/2020,Essex,40 NORTH MAIN ST,196900,205000,Single Family,25 - Other,IVORYTON
190081,2019,10/22/2019,Danbury,POCONO POINT RD,16200,5000,Single Family,25 - Other,RATIO TOO HIGH / K05120-18
190156,2019,02/24/2020,Bethel,13 MECKAUER CIRCLE,214480,294812,Single Family,25 - Other,Shared Appreciation Mortgage
190888,2019,07/27/2020,Danbury,3 WOODSIDE AVE EXT,144800,335000,Single Family,07 - Change in Property,RATIO TOO LOW / L13085
1800139,2018,06/17/2019,Portland,40 FAIRVIEW ST,110110,228000,Single Family,07 - Change in Property,029-0135
190681,2019,04/14/2020,Griswold,378 NORMAN RD LOT 21,8190,21450,Single Family,07 - Change in Property,MOBILE HOME
18120,2018,02/14/2019,Stafford,61 WESTFORD AVE,79310,30000,Single Family,07 - Change in Property,MOTIVATED SELLER
19319,2019,08/25/2020,Colchester,7 RAVEN RD,18100,55000,Single Family,07 - Change in Property,MOBILE HOME
190329,2019,02/04/2020,Bristol,64 LAWNDALE AVE,49980,189000,Single Family,07 - Change in Property,PROPERTY IMPROVED
190438,2019,02/05/2020,Danbury,39 BEAVER BROOK RD,157900,104490,Single Family,25 - Other,RATIO TOO HIGH / K12198
19721,2019,09/14/2020,East Hartford,37 RIVERMEAD,17400,5000,Condo,25 - Other,MH
18093,2018,09/20/2019,North Stonington,11 BILLINGS RD,53690,278059,Single Family,07 - Change in Property,NO DWELLING 10/1/2018
180201,2018,08/28/2019,Prospect,21 WOODCREST DR,129500,228000,Single Family,25 - Other,DOUBLE SALE
19085,2019,03/02/2020,Burlington,77 BARNES HILL ROAD,205870,130000,Single Family,25 - Other,SENDING SALES VERIFICATION
180035,2018,11/21/2018,Portland,119 HIGH ST,173600,129900,Single Family,25 - Other,039-0069
190036,2019,11/27/2019,Cromwell,41 NEW LANE,148820,283000,Three Family,25 - Other,MULTI FAMILY
1800101,2018,09/03/2019,Sterling,1026 PLAINFIELD PIKE,24780,92000,Single Family,07 - Change in Property,MOBILE HOME BUILT 1985 ON .77 ACRE
180051,2018,10/23/2018,Torrington,258 S MAIN ST,109280,95000,Two Family,25 - Other,SALE NOT BETWEEN A WILLING BUYER AND SELLER
180287,2018,06/27/2019,Simsbury,2 GREENWICH CIRCLE,226310,387500,Condo,25 - Other,PUD
19856,2019,09/01/2020,Hartford,39 WESTLAND ST,11340,299000,Three Family,26 - Rehabilitation Deferred,DEFERRAL 2030
190586,2019,04/02/2020,Danbury,43 JAMES ST,141300,135000,Single Family,25 - Other,RATIO TOO HIGH / J12149
190686,2019,05/07/2020,Danbury,41 LAKE AV #5,101800,81000,Condo,25 - Other,RATIO TOO HIGH / G15048-2
19205,2019,08/27/2020,East Haddam,CONN RIVER RD,47150,250000,Single Family,25 - Other,MAP 9 LOT 7
19012,2019,05/11/2020,Colebrook,46 MILLBROOK ROAD,314500,252500,Single Family,07 - Change in Property,SENT SALES VERIFICATION
19255,2019,09/29/2020,Burlington,759B GEO WASHINGTON TPKE,125860,295000,Single Family,07 - Change in Property,ONE HALF OF DUPLEX
19220,2019,09/03/2020,Burlington,50 BARNES HILL ROAD,165830,127500,Single Family,25 - Other,CHECK VALIDITY
1800054,2018,04/15/2019,Sterling,325 SNAKE HILL RD,57160,162000,Single Family,07 - Change in Property,RANCH BUILT 1937 ON 1.7 ACRES
190265,2019,07/30/2020,Clinton,11 & 15 TOWER HILL RD,222700,225000,Single Family,25 - Other,TWO PARCELS INCLUDED IN SALE
190365,2019,08/11/2020,Guilford,654 MULBERRY POINT RD,417920,452500,Single Family,25 - Other,SOLD WITH 1798 ASSMT 4620
181253,2018,09/23/2019,Stratford,691 STRATFORD RD,159180,351500,Single Family,07 - Change in Property,ASSESSED VALUE MAY NOT REFLECT CHANGES TO PROPERTY
190701,2019,05/12/2020,Danbury,KOHANZA ST 1-25,49800,50000,Condo,25 - Other,RATIO TOO HIGH / H12033-2
190313,2019,11/20/2019,Bridgeport,323 EXETER ST,96050,131292,Single Family,25 - Other,SOLD BELOW MARKET VALUE
19240,2019,01/22/2020,East Hartford,29 SHAWNEE RD,35020,47900,Single Family,25 - Other,MH
190119,2019,09/29/2020,East Granby,16 SEYMOUR ROAD UNIT 4C,70800,78000,Condo,25 - Other,"PP TOO LOW, RATIO TOO HIGH"
190041,2019,10/15/2019,Bristol,15 HARRISON ST,84630,235000,Two Family,25 - Other,MOTIVATED SELLER
190213,2019,03/10/2020,Trumbull,21 PEQUONNOCK RD,176400,180000,Single Family,25 - Other,UNKNOWN
190957,2019,07/14/2020,Norwalk,54 FORBELL DR,464190,634900,Single Family,07 - Change in Property,5-52-101-0
190393,2019,07/06/2020,Trumbull,14 ANN ST,218680,460000,Single Family,25 - Other,UNKNOWN  REASON
190608,2019,07/01/2020,Southington,83 PARKVIEW DR,115620,258000,Single Family,25 - Other,OTHER
190068,2019,10/30/2019,Southington,265 MILL ST,168020,170000,Condo,25 - Other,OTHER
19283,2019,02/14/2020,East Hartford,55 & 57 OLMSTED,112930,68000,Single Family,07 - Change in Property,57 IS LAND
190623,2019,12/30/2019,Bridgeport,1100 CHOPSEY HILLRD,96210,225000,Single Family,07 - Change in Property,OUT OF SEQUENCE
190915,2019,07/30/2020,Danbury,41 LAKE AV 2-5,101800,190900,Condo,07 - Change in Property,G15048-2
19471,2019,08/18/2020,Farmington,1634 FARMINGTON AV UNIT 11,61130,117000,Condo,07 - Change in Property,THIS UNIT ALSO SOLD ON 5/5/2020 FOR $82000
190188,2019,12/02/2019,Norwalk,20 MOREHOUSE LN,561110,350000,Single Family,25 - Other,5-63-144-0
190975,2019,07/17/2020,Norwalk,129 GRUMMAN AVE,238480,475000,Single Family,07 - Change in Property,5-27-50-0
190088,2019,07/21/2020,Sterling,207 STERLING RD,145590,335000,Single Family,07 - Change in Property,RANCH BUILT 1976 ON 15.46 ACRES
190142,2019,08/07/2020,Essex,119 MAIN ST,136700,307100,Single Family,07 - Change in Property,IVORYTON
190114,2019,03/23/2020,East Windsor,38 WINTON RD,116440,80000,Single Family,25 - Other,"NOT ARMS LENGTH;LISTED FOR $130,000"
190215,2019,12/18/2019,Meriden,538 BROWNSTONE RDG,201880,160000,Single Family,14 - Foreclosure,DVA SALE
191144,2019,08/19/2020,Norwalk,75 GLENROCK,217310,355000,Condo,07 - Change in Property,5-38A-14-G75
190384,2019,09/18/2020,New London,228 JEFFERSON AVE,84210,88500,Single Family,25 - Other,RATIO
190585,2019,03/24/2020,Norwalk,171 PONUS AVE,533350,1200000,Single Family,07 - Change in Property,5-55-10-0
190752,2019,08/12/2020,Southington,5 BROOKSIDE DR (TP),26540,72500,Single Family,25 - Other,OTHER
19324,2019,08/25/2020,Montville,599 ROUTE 163,121270,140000,Single Family,25 - Other,SALES RATIO
191275,2019,09/11/2020,Norwalk,1 BETHEL ST,200170,490000,Single Family,07 - Change in Property,3-42-16-0
191050,2019,08/25/2020,Danbury,7-9 EDEN DR 2,57100,170000,Condo,07 - Change in Property,L13023-2
190732,2019,05/05/2020,Norwalk,2 BROWNE PL,595430,2374620,Single Family,07 - Change in Property,6-33-3-0
19561,2019,07/13/2020,East Hartford,441 MAIN ST #E,23390,18000,Single Family,25 - Other,M.H.
190127,2019,07/01/2020,Essex,79 NORTH MAIN ST,243600,600000,Single Family,07 - Change in Property,ESSEX
19109,2019,04/06/2020,Stafford,3 LAKEVIEW TER,74550,30000,Single Family,25 - Other,MOTIVATED SELLER
190044,2019,10/18/2019,Norwalk,15 GENEVA RD,540000,480000,Single Family,25 - Other,SFR WITH INLAW - 5-63-48-0
19130,2019,02/07/2020,Montville,27 OAK RD,130010,120000,Single Family,25 - Other,SALES RATIO
190490,2019,02/19/2020,Norwalk,6 FELIX LN,351520,300000,Single Family,25 - Other,5-53-117-0
191031,2019,07/30/2020,Norwalk,10 COSSITT RD,251160,450000,Single Family,07 - Change in Property,5-74-105A-0
190044,2019,03/30/2020,East Granby,58 NORTH ROAD,141000,224145,Single Family,07 - Change in Property,DWELLING REMODELED
190269,2019,06/22/2020,New London,91 WEST ST,73640,80000,Single Family,25 - Other,RATIO
19431,2019,02/26/2020,Hartford,22 BURNHAM ST,53795,90000,Two Family,25 - Other,NO CONVEYANCE
19097,2019,01/28/2020,Plainfield,171 & 173 SNAKE MEADOW RD,42170,17000,Single Family,25 - Other,TRAILER ASSMT 4390 & HOUSE ASSMT 37780- UNINHABITABLE
191022,2019,07/30/2020,Norwalk,183 WEST ROCKS RD,396920,534000,Single Family,07 - Change in Property,5-22B-35-0
190131,2019,01/31/2020,New London,70 COIT ST,88270,60000,Two Family,25 - Other,RATIO
190292,2019,12/23/2019,Danbury,6 ROSE LA #5-47,85800,85800,Condo,25 - Other,I09212-47
190266,2019,04/21/2020,Trumbull,36 MACDONALD RD,240380,205000,Single Family,25 - Other,UNKNOWN
190319,2019,07/23/2020,New London,104 WILLIAMS ST,93940,30000,Three Family,07 - Change in Property,RATIO
190574,2019,01/15/2020,Bridgeport,119 ASHTON ST,105310,215000,Single Family,07 - Change in Property,OUT OF SEQUENCE
190128,2019,11/12/2019,Norwalk,15 MADISON ST UNIT A9,84120,70000,Condo,22 - Money and Personal Property,2-46-1-A9
1910036,2019,10/30/2019,Naugatuck,299 HIGH STREET,86290,260000,Three Family,07 - Change in Property,NON ARMS LENGTH SALE
190604,2019,09/29/2020,Trumbull,111 HORSE TAVERN RD,327810,640000,Single Family,25 - Other,UNKNOWN  REASON
190107,2019,02/27/2020,Plymouth,2 RIDGEVIEW ST,20370,127105,Single Family,25 - Other,MOBILE HOME
190009,2019,10/24/2019,Brooklyn,420 SOUTH ST,90800,80000,Single Family,25 - Other,SOLD UNDER ASSESSMENT
1900137,2019,03/27/2020,Ansonia,260 N STATE ST,93500,90000,Two Family,14 - Foreclosure,LOW SALE SPECIAL WARRANTY
191279,2019,09/14/2020,Norwalk,26 FIRST ST,239810,535000,Single Family,07 - Change in Property,3-51-2-0
19202,2019,06/16/2020,Plainfield,85 COLONIAL RD,49570,71000,Single Family,14 - Foreclosure,HOUSE ONLY NO LAND
191197,2019,09/28/2020,Danbury,31 OAKLAND AV,147400,260000,Single Family,14 - Foreclosure,I11043
190520,2019,08/24/2020,Trumbull,94 BOTSFORD PLACE,226030,433000,Single Family,25 - Other,UNKNOWN  REASON
190095,2019,04/29/2020,Middlebury,20 ANAWAN AVE,143300,254557,Single Family,25 - Other,Cape Cod
190040,2019,10/15/2019,Bristol,128 MARTIN RD,115080,255000,Single Family,07 - Change in Property,MOTIVATED SELLER
19162,2019,03/16/2020,Montville,375 GAY HILL RD,110170,134000,Single Family,14 - Foreclosure,SALES RATIO
190113,2019,12/12/2019,Trumbull,87 WESTFIELD DRIVE,328300,360000,Single Family,25 - Other,UNKNOWN REASON
190776,2019,05/21/2020,Norwalk,20 SUMMITT AVE,231950,540000,Two Family,07 - Change in Property,2-4-14-0
19246,2019,06/23/2020,Montville,29 LEFFINGWELL RD,152430,185000,Single Family,25 - Other,SALES RATIO
190113,2019,08/24/2020,New Hartford,27 HELEN HIGHWAY,119910,115000,Single Family,25 - Other,LAKE LOT
190721,2019,05/01/2020,Norwalk,19 COVENTRY PL,738740,692000,Single Family,07 - Change in Property,5-68-227-0
190141,2019,01/10/2020,Trumbull,21 BEECH ST,188230,190000,Single Family,25 - Other,UNKNOWN REASON
190602,2019,03/27/2020,Norwalk,64 WINDING LN,331150,525500,Single Family,07 - Change in Property,5-23-198-0
190461,2019,02/12/2020,Danbury,2503 EATON CT,180900,324000,Condo,25 - Other,K09098-27
190139,2019,11/14/2019,Norwalk,4 1/2 POND RIDGE RD,954160,2098444,Single Family,07 - Change in Property,6-13B-9-0
190155,2019,02/24/2020,Bethel,13 MECKAUER CIRCLE,214480,230000,Single Family,25 - Other,Shared Appreciation Mortgage
190632,2019,04/23/2020,Danbury,18 EDEN DR,67900,65000,Single Family,25 - Other,MOBILE HOME / RATIO TOO HIGH / L13097
19333,2019,09/04/2020,Montville,35 PODURGIEL LN,93490,74000,Single Family,25 - Other,SALES RATIO
190094,2019,08/06/2020,Sterling,58 DEERFIELD DR,62480,160000,Single Family,07 - Change in Property,RANCH BUILLT 1976 ON .25 ACRES
190303,2019,12/26/2019,Norwalk,7 SCRIBNER HTS,389830,635000,Single Family,07 - Change in Property,5-76B-7-0
190468,2019,02/18/2020,Danbury,48 S KING ST,157300,170000,Single Family,14 - Foreclosure,E10076
190735,2019,08/05/2020,Southington,40 OCTOBER LN,153840,165000,Single Family,25 - Other,OTHER
190933,2019,07/09/2020,Norwalk,8 BETTSWOOD RD,479780,530000,Single Family,07 - Change in Property,1-62-21-0
190516,2019,08/05/2020,Trumbull,42 WENDOVER RD,386820,480000,Single Family,25 - Other,UNKNOWN  REASON
190059,2019,11/07/2019,Trumbull,5108 MAIN ST,169890,362000,Single Family,25 - Other,UNKNOWN
19000315,2019,06/24/2020,Cheshire,345 E MITCHELL AVE,42200,45000,Condo,25 - Other,2 DEEDS FOR SAME PROPERTY (1/2 $ WARRANTY DEED AND 1/2 $ ADMINISTRATRIX DEED)
190947,2019,07/13/2020,Norwalk,34 FERRIS AVE UNIT A2,277770,330000,Condo,14 - Foreclosure,CONDO PUD - 5-65-170-A2
190341,2019,06/18/2020,Trumbull,99 UNITY RD,194670,220000,Single Family,25 - Other,UNKNOWN  REASON
190942,2019,07/10/2020,Norwalk,4 LYNCREST DR,259390,479900,Single Family,07 - Change in Property,5-3A-59-0
190442,2019,02/04/2020,Norwalk,54 FORBELL DR,464190,375000,Single Family,14 - Foreclosure,5-52-101-0
190748,2019,05/28/2020,Danbury,36 DARTMOUTH LA,169200,320000,Single Family,07 - Change in Property,H17020
190151,2019,09/29/2020,Beacon Falls,18 THIRD STREET,19290,49900,Single Family,07 - Change in Property,MOBILE HOME
19189,2019,04/20/2020,Montville,26 MORGAN ST,91120,75000,Single Family,25 - Other,SALES RATIO
190138,2019,07/15/2020,Prospect,26 GREENWOOD DR,115740,89000,Single Family,25 - Other,SALES RATIO TOO LOW
19023,2019,10/18/2019,Montville,16 LAUREL DR,104650,102000,Single Family,25 - Other,SALES RATIO
190165,2019,12/31/2019,Groton,13 CENTRAL AVE,89460,50000,Single Family,25 - Other,SOLD SAME DAY AS PURCHASED
190534,2019,03/10/2020,Danbury,75 BEAR MOUNTAIN RD,273000,275000,Single Family,25 - Other,RATIO TOO HIGH / H03068
191302,2019,09/16/2020,Norwalk,100 WOLFPIT AVE UNIT 14,183330,300000,Condo,07 - Change in Property,5-17-12-14
190780,2019,08/25/2020,Southington,346 MERIDEN AV,148050,325000,Single Family,25 - Other,OTHER
190753,2019,08/13/2020,Southington,44 OAKLAND RD,122720,150101,Single Family,22 - Money and Personal Property,OTHER
191113,2019,08/13/2020,Norwalk,2 CAMELOT DR,217020,498000,Single Family,07 - Change in Property,5-56-540-0
190655,2019,02/24/2020,Griswold,1531 GLASGO ROAD LOT 129,22190,8000,Single Family,25 - Other,MOBILE HOME
19000314,2019,06/24/2020,Cheshire,345 E MITCHELL AVE,42200,45000,Condo,25 - Other,2 DEEDS FOR SAME PROPERTY (1/2 $ WARRANTY DEED AND 1/2 $ ADMINISTRATRIX DEED)
190119,2019,01/15/2020,New London,23 DENISON AVE,80850,39500,Single Family,14 - Foreclosure,RATIO
190061,2019,11/12/2019,Trumbull,330 DANIELS FARM RD,219800,263658,Single Family,25 - Other,UNKNOWN REASON
19317,2019,08/19/2020,Montville,353 OLD COLCHESTER RD,120340,145000,Single Family,25 - Other,SALES RATIO
190511,2019,03/04/2020,Danbury,1 E HAYESTOWN RD #155,167700,189000,Condo,14 - Foreclosure,I10051-155
190852,2019,06/16/2020,Norwalk,28 ALGONQUIN RD,251370,465500,Single Family,07 - Change in Property,5-32-156-0
190340,2019,06/18/2020,Trumbull,99 UNITY RD,194670,190000,Single Family,25 - Other,UNKNOWN  REASON
19115,2019,01/17/2020,Montville,62 BEECHWOOD RD,139550,169000,Single Family,25 - Other,SALES RATIO
190007,2019,10/09/2019,Clinton,16 CIRCLE DR,139400,120000,Single Family,07 - Change in Property,AS-IS SALE
190512,2019,06/30/2020,Enfield,7 FERNWOOD AVE,167640,208000,Single Family,25 - Other,POOR CONDITION
190440,2019,02/03/2020,Norwalk,4 TULIP TREE LN,486260,486000,Single Family,14 - Foreclosure,5-33-31-0
190708,2019,04/28/2020,Norwalk,20 SOUTH ST,163040,377500,Single Family,07 - Change in Property,5-76A-61-0
190046,2019,01/14/2020,Killingworth,330 ROAST MEAT HILL ROAD,288370,220500,Single Family,14 - Foreclosure,DETERIORATION OF PROPERTY SINCE REVAL
190118,2019,11/19/2019,Middletown,7 BAER ST,97380,63000,Two Family,25 - Other,SALE NOT SUBJECT TO MARKET
190152,2019,05/19/2020,Cromwell,5 WOODSBORO CIRCLE,262990,365000,Condo,25 - Other,ACTIVE ADULT COMMUNITY
191254,2019,09/09/2020,Norwalk,7 SCRIBNER HTS,389830,705000,Single Family,07 - Change in Property,5-76B-7-0
191352,2019,09/24/2020,Norwalk,44 YARMOUTH RD,2702900,2650000,Single Family,14 - Foreclosure,6-36-73-0
190797,2019,05/28/2020,Norwalk,16 HORTON ST,221910,325000,Single Family,14 - Foreclosure,1-43-1-0
190118,2019,07/09/2020,Westbrook,58 POST AVE,183810,498300,Single Family,07 - Change in Property,COLONIAL
190514,2019,02/27/2020,Norwalk,4 CARRIAGE DR,367180,525000,Single Family,07 - Change in Property,5-56-472-0
190044,2019,02/18/2020,Westbrook,41 CAPTAINS DR,366020,290000,Two Family,25 - Other,"RAISED RANCH, IN-LAW, GV/LOC"
19118,2019,09/28/2020,Salisbury,23 WALTON STREET,151600,520000,Single Family,07 - Change in Property,RESALE
190113,2019,07/02/2020,Westbrook,2 DOROTHY RD,180610,357000,Single Family,07 - Change in Property,"COLONIAL, LAST SOLD 4 MONTHS AGO"
19348,2019,09/21/2020,Montville,27 CRANDALL HILL RD,139850,130000,Single Family,25 - Other,SALES RATIO
190635,2019,06/08/2020,Meriden,35 COLONY BROOK PARK,18970,5000,Single Family,25 - Other,MOBILE HOME
190090,2019,12/16/2019,Plainville,112 LAUREL CT,193130,196000,Single Family,25 - Other,MANAFORT HOLD MORTGAGE AND THE LLC
190093,2019,09/22/2020,Willington,229 VILLAGE HILL RD,140000,131400,Single Family,25 - Other,CAPE
190389,2019,07/30/2020,Trumbull,21 WILSON AVE,193130,439000,Single Family,25 - Other,UNKNOWN  REASON
190004,2019,10/07/2019,Middlebury,152 PORTER AVE,156800,138000,Single Family,14 - Foreclosure,Cape Cod
190603,2019,09/15/2020,Trumbull,14 STIRRUP DRIVE,276570,519900,Single Family,25 - Other,UNKNOWN  REASON
190349,2019,08/17/2020,New London,91 WEST ST,73640,68000,Single Family,25 - Other,RATIO
190012,2019,10/29/2019,Trumbull,53 CHATFIELD DRIVE,214970,205000,Single Family,25 - Other,UNKNOWN REASON
190101,2019,06/17/2020,Westbrook,181 HAMMOCK RD N,69790,35000,Single Family,25 - Other,"RANCH, LOC/RR/S&S"
19033,2019,10/28/2019,Watertown,129 CAYUGA DR,68200,157000,Single Family,25 - Other,SALE PRICE INCLUDES LOT #12CAB ON CAYUGA DR
190836,2019,06/08/2020,Norwalk,15 CANNON ST,398690,465000,Single Family,25 - Other,OP CODE #22-GROSS PURCH PRICE INSUFF. TO PAY MTG & TAXES
190063,2019,11/18/2019,Trumbull,119 HILLTOP DR,291550,300000,Single Family,25 - Other,UNKNOWN REASON
190654,2019,04/09/2020,Norwalk,7 NEWFIELD ST,208830,465000,Single Family,07 - Change in Property,5-56-317-0
191135,2019,08/18/2020,Norwalk,44B TRUMAN ST,131680,330000,Condo,07 - Change in Property,5-65-318-B
190954,2019,07/14/2020,Norwalk,6 SILK ST,260750,490000,Single Family,07 - Change in Property,5-57-26-0
190060,2019,11/19/2019,Plainville,160 CAMP ST,102620,105000,Single Family,25 - Other,SOLD TO A FLIPPER
190062,2019,11/14/2019,Trumbull,124 HURD RD,207690,195000,Single Family,25 - Other,UNKNOWN REASON
19023,2019,10/08/2019,West Haven,121 ANDERSON AVE,118230,150000,Single Family,25 - Other,UNDER WATER
190052,2019,06/03/2020,Willington,63 SCHOFIELD RD UNIT 36,55990,50900,Condo,14 - Foreclosure,CONDO
190731,2019,05/05/2020,Norwalk,16 DOUGLAS DR,398940,589426,Single Family,25 - Other,5-55-44-0
190367,2019,01/13/2020,Norwalk,267 WEST CEDAR ST UNIT 2C,173860,150000,Condo,25 - Other,5-67-49-2C
190869,2019,06/19/2020,Norwalk,9 NOAHS LN,332270,745000,Single Family,07 - Change in Property,5-26-33-0
190278,2019,06/26/2020,New London,3 CUTLER ST,39130,110000,Condo,25 - Other,RATIO
190342,2019,01/06/2020,Norwalk,27 MARLIN DR,263830,205000,Single Family,25 - Other,5-58-401-0
190638,2019,07/10/2020,Southington,124 CARTER LN,150430,200000,Single Family,07 - Change in Property,OTHER
